,u,v,Distance_miles,TimeToCross_minutes,edge_id,lon_u,lat_u,isHighPriority_u,lon_v,lat_v,isHighPriority_v,heading_u,heading_v
0,IA158939275,IA158951452,18.50118804144519,22,0,-92.8583055,40.7834231,0,-92.8301959,40.8580327,0,0.4128588336250685,0.40386366402275226
1,IA158939275,IA158950011,11.9469189436009,14,1,-92.8583055,40.7834231,0,-92.8679661,40.7325099,1,0.4128588336250685,0.41758042629685144
2,IA158939275,IA158953230,12.437898819674862,14,2,-92.8583055,40.7834231,0,-92.90226,40.8175365,0,0.4128588336250685,0.4146024861494359
3,IA158943282,IA158949125,4.3167775322434805,5,3,-92.9250923,40.7398306,0,-92.934644,40.7542574,0,0.4226875711406866,0.42265491531931026
4,IA158943282,IA158950741,9.898627402465088,11,4,-92.9250923,40.7398306,0,-92.9825385,40.7394862,0,0.4226875711406866,0.4285857099600708
5,IA158943282,IA158950011,10.325279448434664,12,5,-92.9250923,40.7398306,0,-92.8679661,40.7325099,1,0.4226875711406866,0.41758042629685144
6,IA158948478,IA158948866,8.349629737727678,10,6,-92.6955679,40.7390861,0,-92.6958447,40.7759488,0,0.4014162494080812,0.3984607737358511
7,IA158948478,IA158950598,18.16547719672703,21,7,-92.6955679,40.7390861,0,-92.8007977,40.7397717,0,0.4014162494080812,0.4107151195319062
8,IA158948866,IA158956189,9.84647529199524,11,8,-92.6958447,40.7759488,0,-92.6958844,40.8194212,0,0.3984607737358511,0.39474195916171884
9,IA158948866,IA158948478,8.349629737727676,10,9,-92.6958447,40.7759488,0,-92.6955679,40.7390861,0,0.3984607737358511,0.4014162494080812
10,IA158948866,IA159471844,15.265995229291834,18,10,-92.6958447,40.7759488,0,-92.626141,40.790762,0,0.3984607737358511,0.3913222725120948
11,IA158948866,IA158949790,6.54069706250957,7,11,-92.6958447,40.7759488,0,-92.7338294,40.7760622,0,0.3984607737358511,0.4017888957183164
12,IA158948924,IA159458953,11.31853738235413,13,12,-92.6578672,40.8418146,0,-92.595582,40.839962,0,0.3894285098824466,0.3844202928393132
13,IA158948924,IA159452089,11.87996907610615,14,13,-92.6578672,40.8418146,0,-92.639095,40.8907085,0,0.3894285098824466,0.383159457266647
14,IA158948924,IA158956205,8.973480263275158,10,14,-92.6578672,40.8418146,0,-92.6928736,40.8187781,0,0.3894285098824466,0.3945349601171642
15,IA158949077,IA158953230,7.953021319325304,9,15,-92.9448488,40.812221,0,-92.90226,40.8175365,0,0.41948254697803744,0.4146024861494359
16,IA158949077,IA158967694,16.477107204539802,19,16,-92.9448488,40.812221,0,-93.0404559,40.8116274,0,0.41948254697803744,0.4300355364026643
17,IA158949077,IA158949125,13.58789033037147,16,17,-92.9448488,40.812221,0,-92.934644,40.7542574,0,0.41948254697803744,0.42265491531931026
18,IA158949125,IA158949077,13.587890330371463,16,18,-92.934644,40.7542574,0,-92.9448488,40.812221,0,0.42265491531931026,0.41948254697803744
19,IA158949125,IA158943282,4.3167775322434805,5,19,-92.934644,40.7542574,0,-92.9250923,40.7398306,0,0.42265491531931026,0.4226875711406866
20,IA158949125,IA158962276,9.622583625607197,11,20,-92.934644,40.7542574,0,-92.9827698,40.7682892,0,0.42265491531931026,0.4266906690787829
21,IA158949790,IA158950598,19.10963904886612,22,21,-92.7338294,40.7760622,0,-92.8007977,40.7397717,0,0.4017888957183164,0.4107151195319062
22,IA158949790,IA2420361340,11.975348676850777,14,22,-92.7338294,40.7760622,0,-92.7118125,40.8190983,0,0.4017888957183164,0.39617716909584394
23,IA158949790,IA158948866,6.54069706250957,7,23,-92.7338294,40.7760622,0,-92.6958447,40.7759488,0,0.4017888957183164,0.3984607737358511
24,IA158950011,IA158939275,11.946918943600895,14,24,-92.8679661,40.7325099,1,-92.8583055,40.7834231,0,0.41758042629685144,0.4128588336250685
25,IA158950011,IA158943282,10.325279448434667,12,25,-92.8679661,40.7325099,1,-92.9250923,40.7398306,0,0.41758042629685144,0.4226875711406866
26,IA158950011,IA158950598,12.023976244212324,14,26,-92.8679661,40.7325099,1,-92.8007977,40.7397717,0,0.41758042629685144,0.4107151195319062
27,IA158950243,IA158962825,10.635208411617436,12,27,-92.7733362,40.8701303,0,-92.8209776,40.8924381,0,0.3972220664467717,0.3997796680515985
28,IA158950243,IA2420361340,17.788184907146224,21,28,-92.7733362,40.8701303,0,-92.7118125,40.8190983,0,0.3972220664467717,0.39617716909584394
29,IA158950243,IA2422303524,6.2044248509036,7,29,-92.7733362,40.8701303,0,-92.743215,40.8703532,0,0.3972220664467717,0.3943696651064334
30,IA158950598,IA158949790,19.10963904886612,22,30,-92.8007977,40.7397717,0,-92.7338294,40.7760622,0,0.4107151195319062,0.4017888957183164
31,IA158950598,IA158948478,18.165477196727032,21,31,-92.8007977,40.7397717,0,-92.6955679,40.7390861,0,0.4107151195319062,0.4014162494080812
32,IA158950598,IA158950011,12.023976244212324,14,32,-92.8007977,40.7397717,0,-92.8679661,40.7325099,1,0.4107151195319062,0.41758042629685144
33,IA158950741,IA158950780,8.437060319198311,10,33,-92.9825385,40.7394862,0,-93.030302,40.743515,0,0.4285857099600708,0.43338163844664246
34,IA158950741,IA158943282,9.898627402465088,11,34,-92.9825385,40.7394862,0,-92.9250923,40.7398306,0,0.4285857099600708,0.4226875711406866
35,IA158950741,IA158962276,6.524204447563808,7,35,-92.9825385,40.7394862,0,-92.9827698,40.7682892,0,0.4285857099600708,0.4266906690787829
36,IA158951452,IA12079687018,7.728058154068534,9,36,-92.8301959,40.8580327,0,-92.8310645,40.8921245,0,0.40386366402275226,0.40082418137230125
37,IA158951452,IA158939275,18.5011880414452,22,37,-92.8301959,40.8580327,0,-92.8583055,40.7834231,0,0.40386366402275226,0.4128588336250685
38,IA158951452,IA158962825,8.469744720597456,10,38,-92.8301959,40.8580327,0,-92.8209776,40.8924381,0,0.40386366402275226,0.3997796680515985
39,IA158951484,IA12079687014,0.0595769934053203,0,39,-92.8310919,40.8924176,0,-92.8310853,40.8926806,0,0.4007992956410653,0.40077380218373015
40,IA158951484,IA12079687018,0.0665502999396447,0,40,-92.8310919,40.8924176,0,-92.8310645,40.8921245,0,0.4007992956410653,0.40082418137230125
41,IA158951484,IA12079687011,0.0576625131149244,0,41,-92.8310919,40.8924176,0,-92.8307564,40.8924178,0,0.4007992956410653,0.4007653722532692
42,IA158951484,IA12079687015,0.0766361919438484,0,42,-92.8310919,40.8924176,0,-92.8315377,40.8924106,0,0.4007992956410653,0.4008450228353247
43,IA158953230,IA158939275,12.437898819674862,14,43,-92.90226,40.8175365,0,-92.8583055,40.7834231,0,0.4146024861494359,0.4128588336250685
44,IA158953230,IA158964138,19.985412253184982,23,44,-92.90226,40.8175365,0,-92.8685303,40.8921804,0,0.4146024861494359,0.40466851085905253
45,IA158953230,IA158949077,7.953021319325305,9,45,-92.90226,40.8175365,0,-92.9448488,40.812221,0,0.4146024861494359,0.41948254697803744
46,IA158953308,IA158964138,14.757152868241825,17,46,-92.9543872,40.8918527,1,-92.8685303,40.8921804,0,0.41400362261935664,0.40466851085905253
47,IA158953308,IA158964873,11.52737876568074,13,47,-92.9543872,40.8918527,1,-93.021455,40.891775,0,0.41400362261935664,0.42175340149749285
48,IA158953308,IA160512348,12.94421540637724,15,48,-92.9543872,40.8918527,1,-92.95382,40.9489438,0,0.41400362261935664,0.408651249071587
49,IA158956189,IA158948866,9.84647529199524,11,49,-92.6958844,40.8194212,0,-92.6958447,40.7759488,0,0.39474195916171884,0.3984607737358511
50,IA158956189,IA158956205,0.5392076236676382,0,50,-92.6958844,40.8194212,0,-92.6928736,40.8187781,0,0.39474195916171884,0.3945349601171642
51,IA158956189,IA2420361340,2.828975816612524,3,51,-92.6958844,40.8194212,0,-92.7118125,40.8190983,0,0.39474195916171884,0.39617716909584394
52,IA158956205,IA158956189,0.5392076236676383,0,52,-92.6928736,40.8187781,0,-92.6958844,40.8194212,0,0.3945349601171642,0.39474195916171884
53,IA158956205,IA159471844,13.857869102469756,16,53,-92.6928736,40.8187781,0,-92.626141,40.790762,0,0.3945349601171642,0.3913222725120948
54,IA158956205,IA158948924,8.973480263275162,10,54,-92.6928736,40.8187781,0,-92.6578672,40.8418146,0,0.3945349601171642,0.3894285098824466
55,IA158962825,IA12079687011,1.6806934587101086,2,55,-92.8209776,40.8924381,0,-92.8307564,40.8924178,0,0.3997796680515985,0.4007653722532692
56,IA158962825,IA158950243,10.635208411617434,12,56,-92.8209776,40.8924381,0,-92.7733362,40.8701303,0,0.3997796680515985,0.3972220664467717
57,IA158962825,IA160509949,16.0971316964482,19,57,-92.8209776,40.8924381,0,-92.8227866,40.9631436,0,0.3997796680515985,0.39284943901162755
58,IA158962825,IA158951452,8.469744720597458,10,58,-92.8209776,40.8924381,0,-92.8301959,40.8580327,0,0.3997796680515985,0.40386366402275226
59,IA158964138,IA158953308,14.75715286824182,17,59,-92.8685303,40.8921804,0,-92.9543872,40.8918527,1,0.40466851085905253,0.41400362261935664
60,IA158964138,IA12079687015,6.358201491449463,7,60,-92.8685303,40.8921804,0,-92.8315377,40.8924106,0,0.40466851085905253,0.4008450228353247
61,IA158964138,IA158953230,19.98541225318499,23,61,-92.8685303,40.8921804,0,-92.90226,40.8175365,0,0.40466851085905253,0.4146024861494359
62,IA158967694,IA158949077,16.477107204539802,19,62,-93.0404559,40.8116274,0,-92.9448488,40.812221,0,0.4300355364026643,0.41948254697803744
63,IA158967694,IA158949322,12.298637295869275,14,63,-93.0404559,40.8116274,0,-93.0453278,40.8628685,0,0.4300355364026643,0.4268752387478028
64,IA158967694,IA560120709,9.78508446258875,11,64,-93.0404559,40.8116274,0,-93.0412715,40.7687522,0,0.4300355364026643,0.4329845762065507
65,IA159441165,IA159441280,6.744951265143022,8,65,-92.514714,40.842199,0,-92.509837,40.871193,0,0.3778937738773367,0.37475809441187435
66,IA159441165,IA159442492,7.51007213645084,9,66,-92.514714,40.842199,0,-92.486592,40.823458,0,0.3778937738773367,0.3775385093228352
67,IA159441165,IA159459599,3.9703273062659465,4,67,-92.514714,40.842199,0,-92.536818,40.842135,0,0.3778937738773367,0.3795824928568288
68,IA159441280,IA161259998,21.46817543014816,25,68,-92.509837,40.871193,0,-92.480649,40.949914,0,0.37475809441187435,0.3645627355801236
69,IA159441280,IA159441165,6.744951265143022,8,69,-92.509837,40.871193,0,-92.514714,40.842199,0,0.37475809441187435,0.3778937738773367
70,IA159441280,IA159451752,6.512913029497113,7,70,-92.509837,40.871193,0,-92.534261,40.882427,0,0.37475809441187435,0.37551415188741233
71,IA159442095,IA159455199,3.383404071157771,4,71,-92.485616,40.740246,0,-92.504963,40.738828,0,0.38472610752061337,0.38626317285005646
72,IA159442095,IA159456290,13.305543352930094,15,72,-92.485616,40.740246,0,-92.483045,40.79864,0,0.38472610752061337,0.3795209392578289
73,IA159442492,IA159456290,5.769057968311233,6,73,-92.486592,40.823458,0,-92.483045,40.79864,0,0.3775385093228352,0.3795209392578289
74,IA159442492,IA159441165,7.510072136450839,9,74,-92.486592,40.823458,0,-92.514714,40.842199,0,0.3775385093228352,0.3778937738773367
75,IA159451752,IA159451821,3.787871356219991,4,75,-92.534261,40.882427,0,-92.534086,40.899092,0,0.37551415188741233,0.37384007457411617
76,IA159451752,IA159441280,6.512913029497114,7,76,-92.534261,40.882427,0,-92.509837,40.871193,0,0.37551415188741233,0.37475809441187435
77,IA159451752,IA159459632,12.535900812352336,15,77,-92.534261,40.882427,0,-92.53858,40.843472,0,0.37551415188741233,0.37959275996915326
78,IA159451821,IA159451752,3.787871356219991,4,78,-92.534086,40.899092,0,-92.534261,40.882427,0,0.37384007457411617,0.37551415188741233
79,IA159452089,IA160507775,1.850665932398564,2,79,-92.639095,40.8907085,0,-92.6390339,40.8988761,0,0.383159457266647,0.3823409938634008
80,IA159452089,IA158948924,11.87996907610615,14,80,-92.639095,40.8907085,0,-92.6578672,40.8418146,0,0.383159457266647,0.3894285098824466
81,IA159452089,IA159458953,18.889419840113295,22,81,-92.639095,40.8907085,0,-92.595582,40.839962,0,0.383159457266647,0.3844202928393132
82,IA159455199,IA159442095,3.383404071157771,4,82,-92.504963,40.738828,0,-92.485616,40.740246,0,0.38626317285005646,0.38472610752061337
83,IA159456280,IA159456290,0.2482085752105089,0,83,-92.481752,40.798637,0,-92.483045,40.79864,0,0.37942666872315617,0.3795209392578289
84,IA159456290,IA159456280,0.2433669696627534,0,84,-92.483045,40.79864,0,-92.481752,40.798637,0,0.3795209392578289,0.37942666872315617
85,IA159456290,IA159442492,5.769057968311228,6,85,-92.483045,40.79864,0,-92.486592,40.823458,0,0.3795209392578289,0.3775385093228352
86,IA159456290,IA159442095,13.305543352930089,15,86,-92.483045,40.79864,0,-92.485616,40.740246,0,0.3795209392578289,0.38472610752061337
87,IA159456290,IA159456994,12.10166670093658,14,87,-92.483045,40.79864,0,-92.55304,40.798983,0,0.3795209392578289,0.38476358984613857
88,IA159456994,IA159457152,7.806247960808243,9,88,-92.55304,40.798983,0,-92.571609,40.827503,0,0.38476358984613857,0.3836511859743688
89,IA159456994,IA159471844,13.56145814252906,16,89,-92.55304,40.798983,0,-92.626141,40.790762,0,0.38476358984613857,0.3913222725120948
90,IA159456994,IA159456290,12.101666700936576,14,90,-92.55304,40.798983,0,-92.483045,40.79864,0,0.38476358984613857,0.3795209392578289
91,IA159457152,IA159458953,6.232610880153617,7,91,-92.571609,40.827503,0,-92.595582,40.839962,0,0.3836511859743688,0.3844202928393132
92,IA159457152,IA159459678,7.63379152652759,9,92,-92.571609,40.827503,0,-92.540397,40.842143,0,0.3836511859743688,0.37985729491696635
93,IA159457152,IA159456994,7.806247960808239,9,93,-92.571609,40.827503,0,-92.55304,40.798983,0,0.3836511859743688,0.38476358984613857
94,IA159458953,IA158948924,11.318537382354128,13,94,-92.595582,40.839962,0,-92.6578672,40.8418146,0,0.3844202928393132,0.3894285098824466
95,IA159458953,IA159452089,18.88941984011331,22,95,-92.595582,40.839962,0,-92.639095,40.8907085,0,0.3844202928393132,0.383159457266647
96,IA159458953,IA159457152,6.232610880153615,7,96,-92.595582,40.839962,0,-92.571609,40.827503,0,0.3844202928393132,0.3836511859743688
97,IA159459599,IA159459632,0.450229122042939,0,97,-92.536818,40.842135,0,-92.53858,40.843472,0,0.3795824928568288,0.37959275996915326
98,IA159459599,IA159441165,3.9703273062659465,4,98,-92.536818,40.842135,0,-92.514714,40.842199,0,0.3795824928568288,0.3778937738773367
99,IA159459599,IA159459678,0.6156086272386601,0,99,-92.536818,40.842135,0,-92.540397,40.842143,0,0.3795824928568288,0.37985729491696635
100,IA159459632,IA159459599,0.450229122042939,0,100,-92.53858,40.843472,0,-92.536818,40.842135,0,0.37959275996915326,0.3795824928568288
101,IA159459632,IA159459678,0.4600619133555969,0,101,-92.53858,40.843472,0,-92.540397,40.842143,0,0.37959275996915326,0.37985729491696635
102,IA159459632,IA159451752,12.535900812352343,15,102,-92.53858,40.843472,0,-92.534261,40.882427,0,0.37959275996915326,0.37551415188741233
103,IA159459678,IA159459632,0.460061913355597,0,103,-92.540397,40.842143,0,-92.53858,40.843472,0,0.37985729491696635,0.37959275996915326
104,IA159459678,IA159459599,0.6156086272386601,0,104,-92.540397,40.842143,0,-92.536818,40.842135,0,0.37985729491696635,0.3795824928568288
105,IA159459678,IA159457152,7.633791526527587,9,105,-92.540397,40.842143,0,-92.571609,40.827503,0,0.37985729491696635,0.3836511859743688
106,IA159471844,IA158948866,15.265995229291835,18,106,-92.626141,40.790762,0,-92.6958447,40.7759488,0,0.3913222725120948,0.3984607737358511
107,IA159471844,IA159456994,13.561458142529052,16,107,-92.626141,40.790762,0,-92.55304,40.798983,0,0.3913222725120948,0.38476358984613857
108,IA159471844,IA158956205,13.857869102469754,16,108,-92.626141,40.790762,0,-92.6928736,40.8187781,0,0.3913222725120948,0.3945349601171642
109,IA160418433,IA161199241,6.844031564772961,8,109,-92.467633,41.170913,0,-92.4676772,41.1406939,0,0.3366930367859992,0.34078945296554486
110,IA160418433,IA160418440,0.2819924530753772,0,110,-92.467633,41.170913,0,-92.467703,41.172152,0,0.3366930367859992,0.3365268337110931
111,IA160421894,IA160437079,2.464514238734972,2,111,-92.525625,41.176012,0,-92.5256512,41.1651296,0,0.33986510495846173,0.34139964940873146
112,IA160421894,IA160418773,10.526833283419858,12,112,-92.525625,41.176012,0,-92.468284,41.172544,0,0.33986510495846173,0.3365102884220165
113,IA160421894,IA160427420,8.210454859697506,9,113,-92.525625,41.176012,0,-92.5258899,41.2122582,0,0.33986510495846173,0.3346372404450281
114,IA160423601,IA160422809,10.94275775751058,13,114,-92.578313,41.165034,0,-92.5829566,41.2048527,0,0.345230737962681,0.3397467040871628
115,IA160423601,IA160437079,9.493890515253128,11,115,-92.578313,41.165034,0,-92.5256512,41.1651296,0,0.345230737962681,0.34139964940873146
116,IA160423601,IA161239265,9.381349993990996,11,116,-92.578313,41.165034,0,-92.631243,41.160811,1,0.345230737962681,0.34995927902309454
117,IA160437079,IA160421894,2.464514238734972,2,117,-92.5256512,41.1651296,0,-92.525625,41.176012,0,0.34139964940873146,0.33986510495846173
118,IA160437079,IA161260387,6.009978868254311,7,118,-92.5256512,41.1651296,0,-92.50378,41.145545,0,0.34139964940873146,0.3425781057219889
119,IA160437079,IA160423601,9.493890515253124,11,119,-92.5256512,41.1651296,0,-92.578313,41.165034,0,0.34139964940873146,0.345230737962681
120,IA160443442,IA160475962,10.463577821709627,12,120,-92.9123675,41.1650953,0,-92.8866967,41.2045085,1,0.3770793299776349,0.36781478440329346
121,IA160443442,IA160460393,5.037446355280889,6,121,-92.9123675,41.1650953,0,-92.9293148,41.1824915,0,0.3770793299776349,0.37643489419981374
122,IA160443442,IA160510075,6.891022999832947,8,122,-92.9123675,41.1650953,0,-92.9067697,41.1359054,0,0.3770793299776349,0.3807384139910699
123,IA160460393,IA160460429,4.452716037248549,5,123,-92.9293148,41.1824915,0,-92.9462122,41.1970213,0,0.37643489419981374,0.3762095268582068
124,IA160460393,IA160443442,5.037446355280891,6,124,-92.9293148,41.1824915,0,-92.9123675,41.1650953,0,0.37643489419981374,0.3770793299776349
125,IA160460393,IA160461097,6.09797263444477,7,125,-92.9293148,41.1824915,0,-92.9595154,41.1862399,0,0.37643489419981374,0.3796349387759965
126,IA160501666,IA160501682,2.696511574946168,3,126,-92.7908585,41.0159233,0,-92.7931557,41.0271345,1,0.38367622552566005,0.3825777262015374
127,IA160501666,IA160501748,3.145163051659212,3,127,-92.7908585,41.0159233,0,-92.8091251,41.0154029,1,0.38367622552566005,0.38559715400563166
128,IA160501666,IA160508984,17.87106954658277,21,128,-92.7908585,41.0159233,0,-92.6874755,41.0159154,0,0.38367622552566005,0.37383108499313783
129,IA160501666,IA160521180,11.169075604126196,13,129,-92.7908585,41.0159233,0,-92.741231,40.990324,0,0.38367622552566005,0.3817743180488617
130,IA160501682,IA160501666,2.696511574946168,3,130,-92.7931557,41.0271345,1,-92.7908585,41.0159233,0,0.3825777262015374,0.38367622552566005
131,IA160501682,IA160506863,2.4026295196601715,2,131,-92.7931557,41.0271345,1,-92.8071642,41.0271355,1,0.3825777262015374,0.38400713003226905
132,IA160501682,IA160509019,19.1559177026593,22,132,-92.7931557,41.0271345,1,-92.6893793,41.0279782,0,0.3825777262015374,0.3725609998071671
133,IA160501748,IA160519377,7.043643270977212,8,133,-92.8091251,41.0154029,1,-92.8500259,41.0177619,0,0.38559715400563166,0.3896248800329504
134,IA160501748,IA160506863,2.74343869732118,3,134,-92.8091251,41.0154029,1,-92.8071642,41.0271355,1,0.38559715400563166,0.38400713003226905
135,IA160501748,IA560117158,1.8465707105716196,2,135,-92.8091251,41.0154029,1,-92.8091008,41.0072685,0,0.38559715400563166,0.3865408184903123
136,IA160501748,IA160501666,3.145163051659212,3,136,-92.8091251,41.0154029,1,-92.7908585,41.0159233,0,0.38559715400563166,0.38367622552566005
137,IA160502149,IA160502151,0.2319782745110135,0,137,-92.8080884,41.0328642,0,-92.8067608,41.0329157,0,0.3834141231587343,0.383271179516234
138,IA160502149,IA160510109,0.2583260094245281,0,138,-92.8080884,41.0328642,0,-92.8071565,41.0320318,0,0.3834141231587343,0.38341854740895165
139,IA160502149,IA160510202,6.089639610866631,7,139,-92.8080884,41.0328642,0,-92.8342953,41.049619,0,0.3834141231587343,0.3841121410987339
140,IA160502151,IA160502149,0.2319782745110135,0,140,-92.8067608,41.0329157,0,-92.8080884,41.0328642,0,0.383271179516234,0.3834141231587343
141,IA160502151,IA160517324,2.6832373488642083,3,141,-92.8067608,41.0329157,0,-92.8029731,41.0440616,0,0.383271179516234,0.3815228192708915
142,IA160502151,IA160510109,0.2114386827874505,0,142,-92.8067608,41.0329157,0,-92.8071565,41.0320318,0,0.383271179516234,0.38341854740895165
143,IA160504905,IA161280700,10.330699333645168,12,143,-92.6952706,40.9610832,0,-92.637843,40.965006,0,0.3807662011723438,0.3752970463256727
144,IA160504905,IA160514987,5.997585994520616,7,144,-92.6952706,40.9610832,0,-92.696623,40.934943,0,0.3807662011723438,0.3836826006503181
145,IA160504905,IA160521180,11.4792789193722,13,145,-92.6952706,40.9610832,0,-92.741231,40.990324,0,0.3807662011723438,0.3817743180488617
146,IA160506484,IA160517324,7.968672260387585,9,146,-92.769229,41.057575,0,-92.8029731,41.0440616,0,0.37643849436788196,0.3815228192708915
147,IA160506863,IA160501748,2.74343869732118,3,147,-92.8071642,41.0271355,1,-92.8091251,41.0154029,1,0.38400713003226905,0.38559715400563166
148,IA160506863,IA160519377,8.49638124897167,10,148,-92.8071642,41.0271355,1,-92.8500259,41.0177619,0,0.38400713003226905,0.3896248800329504
149,IA160506863,IA160501682,2.402629519660172,2,149,-92.8071642,41.0271355,1,-92.7931557,41.0271345,1,0.38400713003226905,0.3825777262015374
150,IA160506863,IA160510109,1.1095806308457132,1,150,-92.8071642,41.0271355,1,-92.8071565,41.0320318,0,0.38400713003226905,0.38341854740895165
151,IA160507616,IA160518962,13.008378814640825,15,151,-93.0555674,41.0011134,0,-92.9837598,41.0117304,0,0.4160629173453696,0.4057686393464849
152,IA160507616,IA160519300,7.344758110324299,8,152,-93.0555674,41.0011134,0,-93.0983496,41.0008633,0,0.4160629173453696,0.42184541687808924
153,IA160507616,IA160524700,6.278530060632648,7,153,-93.0555674,41.0011134,0,-93.0472414,40.9752922,0,0.4160629173453696,0.4175096393426917
154,IA160507775,IA160515340,5.522272812633515,6,154,-92.6390339,40.8988761,0,-92.65747,40.913432,0,0.3823409938634008,0.3824492688942082
155,IA160507775,IA161288108,14.949298759801072,17,155,-92.6390339,40.8988761,0,-92.637857,40.964112,0,0.3823409938634008,0.3753964989761011
156,IA160507775,IA159452089,1.850665932398564,2,156,-92.6390339,40.8988761,0,-92.639095,40.8907085,0,0.3823409938634008,0.383159457266647
157,IA160508066,IA161279292,19.593495570767196,23,157,-92.6399931,41.1039764,0,-92.5364601,41.0899805,0,0.35858671938513326,0.35225807938427284
158,IA160508066,IA160519796,9.761487944095007,11,158,-92.6399931,41.1039764,0,-92.6405586,41.1470291,0,0.35858671938513326,0.352693981624799
159,IA160508066,IA161286964,16.65271220376181,19,159,-92.6399931,41.1039764,0,-92.6397042,41.03045,0,0.35858671938513326,0.3679133014504945
160,IA160508949,IA160508984,6.481803262849215,7,160,-92.687088,40.988232,0,-92.6874755,41.0159154,0,0.37700733029985783,0.37383108499313783
161,IA160508949,IA160521180,9.910984347617337,11,161,-92.687088,40.988232,0,-92.741231,40.990324,0,0.37700733029985783,0.3817743180488617
162,IA160508949,IA160525503,9.249269561217284,11,162,-92.687088,40.988232,0,-92.6394335,40.9732008,0,0.37700733029985783,0.3745261498324695
163,IA160508984,IA160509019,2.911880834665808,3,163,-92.6874755,41.0159154,0,-92.6893793,41.0279782,0,0.37383108499313783,0.3725609998071671
164,IA160508984,IA160508949,6.481803262849216,7,164,-92.6874755,41.0159154,0,-92.687088,40.988232,0,0.37383108499313783,0.37700733029985783
165,IA160508984,IA160501666,17.871069546582774,21,165,-92.6874755,41.0159154,0,-92.7908585,41.0159233,0,0.37383108499313783,0.38367622552566005
166,IA160508984,IA161281797,8.206869564506938,9,166,-92.6874755,41.0159154,0,-92.6396361,41.0161125,0,0.37383108499313783,0.36962037234035106
167,IA160509019,IA160520381,0.3571690780195301,0,167,-92.6893793,41.0279782,0,-92.6873542,41.028321,0,0.3725609998071671,0.37233750984084013
168,IA160509019,IA160501682,19.15591770265929,22,168,-92.6893793,41.0279782,0,-92.7931557,41.0271345,1,0.3725609998071671,0.3825777262015374
169,IA160509019,IA160508984,2.911880834665808,3,169,-92.6893793,41.0279782,0,-92.6874755,41.0159154,0,0.3725609998071671,0.37383108499313783
170,IA160509949,IA560117158,10.487570058609688,12,170,-92.8227866,40.9631436,0,-92.8091008,41.0072685,0,0.39284943901162755,0.3865408184903123
171,IA160509949,IA12079687014,16.659495939268574,19,171,-92.8227866,40.9631436,0,-92.8310853,40.8926806,0,0.39284943901162755,0.40077380218373015
172,IA160509949,IA158962825,16.0971316964482,19,172,-92.8227866,40.9631436,0,-92.8209776,40.8924381,0,0.39284943901162755,0.3997796680515985
173,IA160510075,IA160443442,6.891022999832945,8,173,-92.9067697,41.1359054,0,-92.9123675,41.1650953,0,0.3807384139910699,0.3770793299776349
174,IA160510075,IA160510202,23.70465847165848,28,174,-92.9067697,41.1359054,0,-92.8342953,41.049619,0,0.3807384139910699,0.3841121410987339
175,IA160510075,IA160521090,18.255825089110367,21,175,-92.9067697,41.1359054,0,-92.9852752,41.1536979,0,0.3807384139910699,0.38797417505692394
176,IA160510109,IA160502149,0.2583260094245281,0,176,-92.8071565,41.0320318,0,-92.8080884,41.0328642,0,0.38341854740895165,0.3834141231587343
177,IA160510109,IA160502151,0.2114386827874505,0,177,-92.8071565,41.0320318,0,-92.8067608,41.0329157,0,0.38341854740895165,0.383271179516234
178,IA160510109,IA160506863,1.1095806308457132,1,178,-92.8071565,41.0320318,0,-92.8071642,41.0271355,1,0.38341854740895165,0.38400713003226905
179,IA160510202,IA160510075,23.70465847165846,28,179,-92.8342953,41.049619,0,-92.9067697,41.1359054,0,0.3841121410987339,0.3807384139910699
180,IA160510202,IA160502149,6.08963961086663,7,180,-92.8342953,41.049619,0,-92.8080884,41.0328642,0,0.3841121410987339,0.3834141231587343
181,IA160510202,IA160510378,11.99519323083188,14,181,-92.8342953,41.049619,0,-92.8979689,41.0589726,0,0.3841121410987339,0.3900011167656459
182,IA160510378,IA160510202,11.99519323083188,14,182,-92.8979689,41.0589726,0,-92.8342953,41.049619,0,0.3900011167656459,0.3841121410987339
183,IA160514987,IA160504905,5.997585994520616,7,183,-92.696623,40.934943,0,-92.6952706,40.9610832,0,0.3836826006503181,0.3807662011723438
184,IA160515340,IA160507775,5.522272812633515,6,184,-92.65747,40.913432,0,-92.6390339,40.8988761,0,0.3824492688942082,0.3823409938634008
185,IA160515822,IA560117158,22.48536875115169,26,185,-92.731042,40.971384,0,-92.8091008,41.0072685,0,0.3829308249640063,0.3865408184903123
186,IA160517324,IA160506484,7.968672260387589,9,186,-92.8029731,41.0440616,0,-92.769229,41.057575,0,0.3815228192708915,0.37643849436788196
187,IA160517324,IA160519777,37.748897792196814,45,187,-92.8029731,41.0440616,0,-92.6633069,41.1437265,0,0.3815228192708915,0.3550682619629708
188,IA160517324,IA160502151,2.6832373488642083,3,188,-92.8029731,41.0440616,0,-92.8067608,41.0329157,0,0.3815228192708915,0.383271179516234
189,IA160518962,IA160519377,23.221986811457796,27,189,-92.9837598,41.0117304,0,-92.8500259,41.0177619,0,0.4057686393464849,0.3896248800329504
190,IA160518962,IA160507616,13.008378814640825,15,190,-92.9837598,41.0117304,0,-93.0555674,41.0011134,0,0.4057686393464849,0.4160629173453696
