,u,v,Distance_miles,TimeToCross_minutes,edge_id,lon_u,lat_u,isHighPriority_u,lon_v,lat_v,isHighPriority_v,heading_u,heading_v
14095,IA159578518,IA159579286,0.6735410917182917,0,14095,-93.957481,40.821407,0,-93.957422,40.818434,0,0.5506452129677264,0.5504774030624929
14096,IA159578518,IA159533227,3.158424937769798,3,14096,-93.957481,40.821407,0,-93.957543,40.835347,0,0.5506452129677264,0.5514186822362157
14097,IA159579286,IA159573953,0.8591726702793334,1,14097,-93.957422,40.818434,0,-93.962415,40.818442,1,0.5504774030624929,0.5511052161595219
14098,IA159579286,IA391256810,0.2335520705993341,0,14098,-93.957422,40.818434,0,-93.957398,40.817403,0,0.5504774030624929,0.5504190054908693
14099,IA159579286,IA159578518,0.6735410917182917,0,14099,-93.957422,40.818434,0,-93.957481,40.821407,0,0.5504774030624929,0.5506452129677264
14100,IA159587677,IA159580754,11.78269800002146,14,14100,-93.9033944,40.8077645,0,-93.900765,40.756667,0,0.5430914212528057,0.5405327903445677
14101,IA159589314,IA159573953,2.3066258546167857,2,14101,-93.975331,40.819672,0,-93.962415,40.818442,1,0.5527894082935311,0.5511052161595219
14102,IA159589314,IA160854904,11.083543063906404,13,14102,-93.975331,40.819672,0,-94.034367,40.82535,0,0.5527894082935311,0.5603940526101759
14103,IA159589314,IA159572405,5.356750321117376,6,14103,-93.975331,40.819672,0,-93.975809,40.796289,0,0.5527894082935311,0.5515703002030682
14104,IA160434339,IA160468712,13.084371837985824,15,14104,-94.1096,41.156852,0,-94.10927,41.214624,0,0.6028691387575096,0.6117685935192831
14105,IA160441916,IA161214469,12.4214711779579,14,14105,-94.1847,41.17123,0,-94.203931,41.128408,0,0.6154356737227219,0.6116471733673672
14106,IA160441916,IA160464651,8.199201696254304,9,14106,-94.1847,41.17123,0,-94.1848853,41.2074324,0,0.6154356737227219,0.6212331248095913
14107,IA160441916,IA161196747,16.181473490273518,19,14107,-94.1847,41.17123,0,-94.260809,41.157208,0,0.6154356737227219,0.6228069704177815
14108,IA160468712,IA160434339,13.084371837985822,15,14108,-94.10927,41.214624,0,-94.1096,41.156852,0,0.6117685935192831,0.6028691387575096
14109,IA160468712,IA160446389,12.96402310524387,15,14109,-94.10927,41.214624,0,-94.185066,41.214689,0,0.6117685935192831,0.6224710006436984
14110,IA160468712,IA160459628,11.654150270245673,13,14110,-94.10927,41.214624,0,-94.041338,41.213298,0,0.6117685935192831,0.6008379510172531
14111,IA160835639,IA160854904,4.903630201801233,5,14111,-94.0628648,40.8255053,0,-94.034367,40.82535,0,0.5638320176491048,0.5603940526101759
14112,IA160835639,IA160889769,11.259870408198193,13,14112,-94.0628648,40.8255053,0,-94.110744,40.840091,0,0.5638320176491048,0.5704933856333079
14113,IA160835639,IA160850630,4.04263631572637,4,14113,-94.0628648,40.8255053,0,-94.06253,40.807659,0,0.5638320176491048,0.5626387639283845
14114,IA160841491,IA160888264,24.99064792616463,29,14114,-94.223548,40.840323,0,-94.338154,40.812327,0,0.5831857368318384,0.592625236559256
14115,IA160841491,IA160893491,3.2761798905627515,3,14115,-94.223548,40.840323,0,-94.223707,40.854787,0,0.5831857368318384,0.584385160098709
14116,IA160841491,IA160893395,22.431814610077836,26,14116,-94.223548,40.840323,0,-94.223726,40.741296,0,0.5831857368318384,0.575870488198281
14117,IA160843267,IA159572405,11.709298793887491,14,14117,-94.043464,40.796939,0,-93.975809,40.796289,0,0.5597299282044154,0.5515703002030682
14118,IA160843267,IA160879155,3.238889125095835,3,14118,-94.043464,40.796939,0,-94.062276,40.796803,0,0.5597299282044154,0.5619270175466548
14119,IA160843267,IA391256162,2.3743601196491366,2,14119,-94.043464,40.796939,0,-94.043626,40.807421,0,0.5597299282044154,0.5603887667170061
14120,IA160850212,IA161208230,1.375541141210218,1,14120,-94.2618331,40.8921897,0,-94.2614336,40.8982555,0,0.5917574264110468,0.5922688480536833
14121,IA160850630,IA160893050,3.102143129661817,3,14121,-94.06253,40.807659,0,-94.044511,40.807601,0,0.5626387639283845,0.56050506624982
14122,IA160850630,IA160835639,4.04263631572637,4,14122,-94.06253,40.807659,0,-94.0628648,40.8255053,0,0.5626387639283845,0.5638320176491048
14123,IA160850630,IA160879155,2.459322492843596,2,14123,-94.06253,40.807659,0,-94.062276,40.796803,0,0.5626387639283845,0.5619270175466548
14124,IA160854904,IA159589314,11.0835430639064,13,14124,-94.034367,40.82535,0,-93.975331,40.819672,0,0.5603940526101759,0.5527894082935311
14125,IA160854904,IA160835639,4.903630201801233,5,14125,-94.034367,40.82535,0,-94.0628648,40.8255053,0,0.5603940526101759,0.5638320176491048
14126,IA160854904,IA391256160,5.329864311880158,6,14126,-94.034367,40.82535,0,-94.04365,40.808263,0,0.5603940526101759,0.5604435861772418
14127,IA160863114,IA161197217,31.650077670169008,37,14127,-94.11007,40.876233,0,-94.152695,40.984097,0,0.5731146511675694,0.5879003467101922
14128,IA160863114,IA161197217,48.527760350737765,58,14128,-94.11007,40.876233,0,-94.152695,40.984097,0,0.5731146511675694,0.5879003467101922
14129,IA160863114,IA160883054,4.919340561310517,5,14129,-94.11007,40.876233,0,-94.110773,40.854521,0,0.5731146511675694,0.5715527225843676
14130,IA160876813,IA159572405,27.62520516709669,33,14130,-94.062343,40.742889,0,-93.975809,40.796289,0,0.5587502019938936,0.5515703002030682
14131,IA160876813,IA160879155,12.565635524351,15,14131,-94.062343,40.742889,0,-94.062276,40.796803,0,0.5587502019938936,0.5619270175466548
14132,IA160879155,IA160850630,2.4593224928435964,2,14132,-94.062276,40.796803,0,-94.06253,40.807659,0,0.5619270175466548,0.5626387639283845
14133,IA160879155,IA160843267,3.238889125095835,3,14133,-94.062276,40.796803,0,-94.043464,40.796939,0,0.5619270175466548,0.5597299282044154
14134,IA160879155,IA160876813,12.565635524350991,15,14134,-94.062276,40.796803,0,-94.062343,40.742889,0,0.5619270175466548,0.5587502019938936
14135,IA160883054,IA160889769,3.268496583581071,3,14135,-94.110773,40.854521,0,-94.110744,40.840091,0,0.5715527225843676,0.5704933856333079
14136,IA160883054,IA160893491,20.082665081963917,24,14136,-94.110773,40.854521,0,-94.223707,40.854787,0,0.5715527225843676,0.584385160098709
14137,IA160883054,IA160863114,4.919340561310517,5,14137,-94.110773,40.854521,0,-94.11007,40.876233,0,0.5715527225843676,0.5731146511675694
14138,IA160888264,IA160895659,6.6794707566032425,8,14138,-94.338154,40.812327,0,-94.37696,40.812504,0,0.592625236559256,0.5963554974159265
14139,IA160888264,IA160841491,24.990647926164645,29,14139,-94.338154,40.812327,0,-94.223548,40.840323,0,0.592625236559256,0.5831857368318384
14140,IA160889769,IA160883054,3.268496583581069,3,14140,-94.110744,40.840091,0,-94.110773,40.854521,0,0.5704933856333079,0.5715527225843676
14141,IA160889769,IA160835639,11.259870408198196,13,14141,-94.110744,40.840091,0,-94.0628648,40.8255053,0,0.5704933856333079,0.5638320176491048
14142,IA160893050,IA391256162,0.1619254262192745,0,14142,-94.044511,40.807601,0,-94.043626,40.807421,0,0.56050506624982,0.5603887667170061
14143,IA160893050,IA160850630,3.102143129661817,3,14143,-94.044511,40.807601,0,-94.06253,40.807659,0,0.56050506624982,0.5626387639283845
14144,IA160893050,IA391256160,0.2200829967139531,0,14144,-94.044511,40.807601,0,-94.04365,40.808263,0,0.56050506624982,0.5604435861772418
14145,IA160893395,IA160841491,22.431814610077836,26,14145,-94.223726,40.741296,0,-94.223548,40.840323,0,0.575870488198281,0.5831857368318384
14146,IA160893491,IA160893535,9.777738772066344,11,14146,-94.223707,40.854787,0,-94.223991,40.897954,0,0.584385160098709,0.5881356737361514
14147,IA160893491,IA160841491,3.2761798905627506,3,14147,-94.223707,40.854787,0,-94.223548,40.840323,0,0.584385160098709,0.5831857368318384
14148,IA160893491,IA160883054,20.082665081963928,24,14148,-94.223707,40.854787,0,-94.110773,40.854521,0,0.584385160098709,0.5715527225843676
14149,IA160893535,IA160893491,9.777738772066344,11,14149,-94.223991,40.897954,0,-94.223707,40.854787,0,0.5881356737361514,0.584385160098709
14150,IA160893535,IA161208230,6.435570739695624,7,14150,-94.223991,40.897954,0,-94.2614336,40.8982555,0,0.5881356737361514,0.5922688480536833
14151,IA160893535,IA161225244,11.449365661873887,13,14151,-94.223991,40.897954,0,-94.223538,40.948448,0,0.5881356737361514,0.5928300742853444
14152,IA160895659,IA160895671,1.646361635012869,1,14152,-94.37696,40.812504,0,-94.386527,40.812481,0,0.5963554974159265,0.5972521355793645
14153,IA160895659,IA160888264,6.679470756603239,8,14153,-94.37696,40.812504,0,-94.338154,40.812327,0,0.5963554974159265,0.592625236559256
14154,IA160895659,IA161208433,19.63589382482734,23,14154,-94.37696,40.812504,0,-94.376269,40.899193,0,0.5963554974159265,0.6041444393162284
14155,IA160895671,IA161121851,14.651790151986654,17,14155,-94.386527,40.812481,0,-94.4716661,40.8125611,0,0.5972521355793645,0.6049574014394368
14156,IA160895671,IA160895659,1.646361635012869,1,14156,-94.386527,40.812481,0,-94.37696,40.812504,0,0.5972521355793645,0.5963554974159265
14157,IA161157475,IA161226492,1.6482997947759972,1,14157,-94.3851767,41.057344,0,-94.394791,41.057407,1,0.6225699837544632,0.6235332123953901
14158,IA161157475,IA161196022,0.7995641944395303,0,14158,-94.3851767,41.057344,0,-94.3805129,41.0573087,0,0.6225699837544632,0.6220982027640543
14159,IA161157475,IA161157522,3.1344771024543983,3,14159,-94.3851767,41.057344,0,-94.385394,41.071182,1,0.6225699837544632,0.6243579535846474
14160,IA161157522,IA161202318,1.6434354250490195,1,14160,-94.385394,41.071182,1,-94.375806,41.071117,1,0.6243579535846474,0.6233855216861331
14161,IA161157522,IA161157475,3.1344771024543983,3,14161,-94.385394,41.071182,1,-94.3851767,41.057344,0,0.6243579535846474,0.6225699837544632
14162,IA161157522,IA161211233,7.98327878909233,9,14162,-94.385394,41.071182,1,-94.413967,41.085848,0,0.6243579535846474,0.629081447277894
14163,IA161162156,IA161162167,0.1780786397426495,0,14163,-94.142276,41.045508,0,-94.142924,41.046112,0,0.5931357773640158,0.5932896883175134
14164,IA161162156,IA161162167,0.2702307344855968,0,14164,-94.142276,41.045508,0,-94.142924,41.046112,0,0.5931357773640158,0.5932896883175134
14165,IA161162156,IA161217518,4.564859518127571,5,14165,-94.142276,41.045508,0,-94.138231,41.027484,0,0.5931357773640158,0.5905978037747406
14166,IA161162167,IA161162156,0.1780786397426495,0,14166,-94.142924,41.046112,0,-94.142276,41.045508,0,0.5932896883175134,0.5931357773640158
14167,IA161162167,IA161162156,0.2702307344855968,0,14167,-94.142924,41.046112,0,-94.142276,41.045508,0,0.5932896883175134,0.5931357773640158
14168,IA161162167,IA161218442,4.704215997386586,5,14168,-94.142924,41.046112,0,-94.142584,41.066869,0,0.5932896883175134,0.5956656939356989
14169,IA161188915,IA161201088,0.7155088258560848,0,14169,-94.3602628,41.0577959,1,-94.3638503,41.0573069,1,0.6201002724295612,0.6204070939488442
14170,IA161190042,IA161196068,1.671766761096215,2,14170,-94.35164,41.056586,0,-94.351315,41.049646,0,0.6190560274568321,0.6181552781842157
14171,IA161192741,IA161214393,11.219512572077656,13,14171,-94.200447,41.036323,0,-94.20451,41.084186,0,0.5994692781331965,0.6057950613677795
14172,IA161192741,IA161217726,7.94733903508512,9,14172,-94.200447,41.036323,0,-94.242277,41.047913,0,0.5994692781331965,0.6058696668293967
14173,IA161192741,IA10573448697,0.2711592807338583,0,14173,-94.200447,41.036323,0,-94.1992369,41.0355526,0,0.5994692781331965,0.599231680865681
14174,IA161195298,IA161204022,1.1104683018730668,1,14174,-94.3769328,41.0474402,0,-94.3710936,41.0491448,1,0.6205034987102477,0.6201244234144403
14175,IA161195298,IA9360753018,0.7263122679589733,0,14175,-94.3769328,41.0474402,0,-94.3801435,41.0453483,1,0.6205034987102477,0.6205675123923751
14176,IA161195298,IA161208433,33.64483982676739,40,14176,-94.3769328,41.0474402,0,-94.376269,40.899193,0,0.6205034987102477,0.6041444393162284
14177,IA161196002,IA161196022,1.033880857025975,1,14177,-94.3806147,41.0527449,1,-94.3805129,41.0573087,0,0.6215349745528124,0.6220982027640543
14178,IA161196002,IA9360753018,1.913294405069405,2,14178,-94.3806147,41.0527449,1,-94.3801435,41.0453483,1,0.6215349745528124,0.6205675123923751
14179,IA161196002,IA161230519,1.5518473920206506,1,14179,-94.3806147,41.0527449,1,-94.372603,41.054932,0,0.6215349745528124,0.6210006533375252
14180,IA161196022,IA161196002,1.033880857025975,1,14180,-94.3805129,41.0573087,0,-94.3806147,41.0527449,1,0.6220982027640543,0.6215349745528124
14181,IA161196022,IA161157475,0.7995641944395303,0,14181,-94.3805129,41.0573087,0,-94.3851767,41.057344,0,0.6220982027640543,0.6225699837544632
14182,IA161196022,IA161202296,0.8288574601274313,0,14182,-94.3805129,41.0573087,0,-94.375678,41.057301,0,0.6220982027640543,0.6216100273366616
14183,IA161196068,IA161190042,1.6717667610962148,2,14183,-94.351315,41.049646,0,-94.35164,41.056586,0,0.6181552781842157,0.6190560274568321
14184,IA161196068,IA161201068,2.158887112654331,2,14184,-94.351315,41.049646,0,-94.363834,41.049179,1,0.6181552781842157,0.6193885170194157
14185,IA161196068,IA11377135230,2.346602209416111,2,14185,-94.351315,41.049646,0,-94.3376819,41.0500332,0,0.6181552781842157,0.6167754740137946
14186,IA161196747,IA158944803,9.781154493475048,11,14186,-94.260809,41.157208,0,-94.260714,41.200397,0,0.6228069704177815,0.6295671492777034
14187,IA161196747,IA160441916,16.181473490273515,19,14187,-94.260809,41.157208,0,-94.1847,41.17123,0,0.6228069704177815,0.6154356737227219
14188,IA161196747,IA161225928,6.585684079067289,7,14188,-94.260809,41.157208,0,-94.260505,41.128173,0,0.6228069704177815,0.6185323372758584
14189,IA161197217,IA160863114,48.52776035073779,58,14189,-94.152695,40.984097,0,-94.11007,40.876233,0,0.5879003467101922,0.5731146511675694
14190,IA161197217,IA160863114,31.650077670169008,37,14190,-94.152695,40.984097,0,-94.11007,40.876233,0,0.5879003467101922,0.5731146511675694
14191,IA161197217,IA161210302,4.365599326973286,5,14191,-94.152695,40.984097,0,-94.152934,41.003323,0,0.5879003467101922,0.5899042759241859
14192,IA161199819,IA161226851,1.2514403859787502,1,14192,-94.197588,41.028431,0,-94.1971342,41.0339058,0,0.5982138283923741,0.5987835573098743
14193,IA161199819,IA161205352,0.2060541311951718,0,14193,-94.197588,41.028431,0,-94.1975966,41.0275212,0,0.5982138283923741,0.59811160568645
14194,IA161199819,IA161211383,0.6071336760810153,0,14194,-94.197588,41.028431,0,-94.19524,41.027535,0,0.5982138283923741,0.5978239300980107
14195,IA161201068,IA161201088,1.8408308660271573,2,14195,-94.363834,41.049179,1,-94.3638503,41.0573069,1,0.6193885170194157,0.6204070939488442
14196,IA161201068,IA161196068,2.158887112654331,2,14196,-94.363834,41.049179,1,-94.351315,41.049646,0,0.6193885170194157,0.6181552781842157
14197,IA161201068,IA161204022,1.2447483313429772,1,14197,-94.363834,41.049179,1,-94.3710936,41.0491448,1,0.6193885170194157,0.6201244234144403
14198,IA161201088,IA161226447,0.5304355997848011,0,14198,-94.3638503,41.0573069,1,-94.3669444,41.0572893,1,0.6204070939488442,0.6207213844597906
14199,IA161201088,IA161188915,0.7155088258560849,0,14199,-94.3638503,41.0573069,1,-94.3602628,41.0577959,1,0.6204070939488442,0.6201002724295612
14200,IA161201088,IA161237584,3.109688733279145,3,14200,-94.3638503,41.0573069,1,-94.363882,41.071037,0,0.6204070939488442,0.6221605574794153
14201,IA161201088,IA161201068,1.8408308660271575,2,14201,-94.3638503,41.0573069,1,-94.363834,41.049179,1,0.6204070939488442,0.6193885170194157
14202,IA161201576,IA11377135230,0.078848976301994,0,14202,-94.337222,41.050033,0,-94.3376819,41.0500332,0,0.6167268835296932,0.6167754740137946
14203,IA161201576,IA11377135239,0.0856043787940717,0,14203,-94.337222,41.050033,0,-94.3367227,41.0500341,0,0.6167268835296932,0.6166742641319789
14204,IA161201576,IA11173117966,0.0887563462683731,0,14204,-94.337222,41.050033,0,-94.3372201,41.0504249,0,0.6167268835296932,0.6167753023642896
14205,IA161202232,IA11038400796,0.0447832954054996,0,14205,-94.050117,41.025847,0,-94.0503781,41.0258455,0,0.5784174712698046,0.5784544233441271
14206,IA161202232,IA11038400794,0.0497550739828445,0,14206,-94.050117,41.025847,0,-94.0501862,41.0260601,0,0.5784174712698046,0.578448586269677
14207,IA161202232,IA159397720,16.066941595991747,19,14207,-94.050117,41.025847,0,-93.956469,41.027055,0,0.5784174712698046,0.5646351871883071
14208,IA161202232,IA161210302,33.761930460002816,40,14208,-94.050117,41.025847,0,-94.152934,41.003323,0,0.5784174712698046,0.5899042759241859
14209,IA161202296,IA161202318,3.1291557001467183,3,14209,-94.375678,41.057301,0,-94.375806,41.071117,1,0.6216100273366616,0.6233855216861331
14210,IA161202296,IA161196022,0.8288574601274313,0,14210,-94.375678,41.057301,0,-94.3805129,41.0573087,0,0.6216100273366616,0.6220982027640543
14211,IA161202296,IA161226451,0.5223694523640728,0,14211,-94.375678,41.057301,0,-94.372631,41.057286,0,0.6216100273366616,0.6212996599045638
14212,IA161202318,IA161202296,3.129155700146719,3,14212,-94.375806,41.071117,1,-94.375678,41.057301,0,0.6233855216861331,0.6216100273366616
14213,IA161202318,IA161157522,1.6434354250490195,1,14213,-94.375806,41.071117,1,-94.385394,41.071182,1,0.6233855216861331,0.6243579535846474
14214,IA161202318,IA10799417305,0.5625316580749408,0,14214,-94.375806,41.071117,1,-94.372524,41.071098,0,0.6233855216861331,0.6230504949298754
14215,IA161202318,IA161206708,16.392441517826548,19,14215,-94.375806,41.071117,1,-94.376143,41.143497,0,0.6233855216861331,0.6333550828087844
14216,IA161202853,IA391175466,3.348776388528236,4,14216,-94.356735,41.071031,1,-94.337198,41.070924,0,0.6214233028240034,0.61936348585853
14217,IA161202853,IA161237584,1.225060366176085,1,14217,-94.356735,41.071031,1,-94.363882,41.071037,0,0.6214233028240034,0.6221605574794153
14218,IA161202853,IA161226277,9.743465904471355,11,14218,-94.356735,41.071031,1,-94.357075,41.114052,0,0.6214233028240034,0.6272157671614874
14219,IA161204022,IA161195298,1.1104683018730666,1,14219,-94.3710936,41.0491448,1,-94.3769328,41.0474402,0,0.6201244234144403,0.6205034987102477
14220,IA161204022,IA161201068,1.2447483313429772,1,14220,-94.3710936,41.0491448,1,-94.363834,41.049179,1,0.6201244234144403,0.6193885170194157
14221,IA161204022,IA161226546,0.6513560173521747,0,14221,-94.3710936,41.0491448,1,-94.371658,41.051934,0,0.6201244234144403,0.6205293117367039
14222,IA161204289,IA391175466,6.529997295110184,7,14222,-94.2991,41.070907,0,-94.337198,41.070924,0,0.6152299336318542,0.61936348585853
14223,IA161205040,IA161205085,6.5445738550884505,7,14223,-94.033471,41.099195,0,-94.033584,41.128092,0,0.5838934006755435,0.5874315770723412
14224,IA161205040,IA11038400794,19.67455010093487,23,14224,-94.033471,41.099195,0,-94.0501862,41.0260601,0,0.5838934006755435,0.578448586269677
14225,IA161205040,IA161224911,5.71511173636326,6,14225,-94.033471,41.099195,0,-94.06683,41.099133,0,0.5838934006755435,0.5889202256657808
14226,IA161205040,IA159422454,18.005759223700903,21,14226,-94.033471,41.099195,0,-93.975395,41.063624,0,0.5838934006755435,0.5709881519095674
14227,IA161205085,IA161205087,0.119351765797966,0,14227,-94.033584,41.128092,0,-94.03358,41.128619,0,0.5874315770723412,0.5874976504698077
14228,IA161205085,IA161205040,6.544573855088452,7,14228,-94.033584,41.128092,0,-94.033471,41.099195,0,0.5874315770723412,0.5838934006755435
14229,IA161205085,IA161220250,0.1224703406140042,0,14229,-94.033584,41.128092,0,-94.034299,41.128104,0,0.5874315770723412,0.5875456315244154
14230,IA161205087,IA161205085,0.119351765797966,0,14230,-94.03358,41.128619,0,-94.033584,41.128092,0,0.5874976504698077,0.5874315770723412
14231,IA161205087,IA161220250,0.1729022646919265,0,14231,-94.03358,41.128619,0,-94.034299,41.128104,0,0.5874976504698077,0.5875456315244154
14232,IA161205087,IA159423983,16.932652547420577,20,14232,-94.03358,41.128619,0,-93.956286,41.146222,0,0.5874976504698077,0.5768316038908177
14233,IA161205352,IA161199819,0.2060541311951718,0,14233,-94.1975966,41.0275212,0,-94.197588,41.028431,0,0.59811160568645,0.5982138283923741
14234,IA161205352,IA161225244,19.421108016242364,23,14234,-94.1975966,41.0275212,0,-94.223538,40.948448,0,0.59811160568645,0.5928300742853444
14235,IA161205352,IA161211383,0.4041887002967615,0,14235,-94.1975966,41.0275212,0,-94.19524,41.027535,0,0.59811160568645,0.5978239300980107
14236,IA161206708,IA158938044,3.16112948132139,3,14236,-94.376143,41.143497,0,-94.376055,41.157455,0,0.6333550828087844,0.6354053843459538
14237,IA161206708,IA161202318,16.392441517826544,19,14237,-94.376143,41.143497,0,-94.375806,41.071117,1,0.6333550828087844,0.6233855216861331
14238,IA161206708,IA161231882,3.255898492951617,3,14238,-94.376143,41.143497,0,-94.357126,41.143346,0,0.6333550828087844,0.6313933927376859
14239,IA161206708,IA161211291,6.572017107846842,7,14239,-94.376143,41.143497,0,-94.41453,41.143751,0,0.6333550828087844,0.6371569987631029
14240,IA161207343,IA161207417,4.218686822402232,5,14240,-94.158301,41.028496,0,-94.180947,41.02742,0,0.5933010843475837,0.5960411276402143
14241,IA161207343,IA10571369000,7.019366696138117,8,14241,-94.158301,41.028496,0,-94.1966682,41.0340114,0,0.5933010843475837,0.598738335946428
14242,IA161207343,IA161217518,3.474673329863075,4,14242,-94.158301,41.028496,0,-94.138231,41.027484,0,0.5933010843475837,0.5905978037747406
14243,IA161207417,IA161207343,4.218686822402231,5,14243,-94.180947,41.02742,0,-94.158301,41.028496,0,0.5960411276402143,0.5933010843475837
14244,IA161207417,IA161210302,9.631207391676789,11,14244,-94.180947,41.02742,0,-94.152934,41.003323,0,0.5960411276402143,0.5899042759241859
14245,IA161207417,IA161211383,2.4526206872635696,2,14245,-94.180947,41.02742,0,-94.19524,41.027535,0,0.5960411276402143,0.5978239300980107
14246,IA161208230,IA161208433,19.73666215081258,23,14246,-94.2614336,40.8982555,0,-94.376269,40.899193,0,0.5922688480536833,0.6041444393162284
14247,IA161208230,IA160893535,6.435570739695626,7,14247,-94.2614336,40.8982555,0,-94.223991,40.897954,0,0.5922688480536833,0.5881356737361514
14248,IA161208230,IA160850212,1.375541141210218,1,14248,-94.2614336,40.8982555,0,-94.2618331,40.8921897,0,0.5922688480536833,0.5917574264110468
14249,IA161208433,IA160895659,19.63589382482733,23,14249,-94.376269,40.899193,0,-94.37696,40.812504,0,0.6041444393162284,0.5963554974159265
14250,IA161208433,IA161195298,33.6448398267674,40,14250,-94.376269,40.899193,0,-94.3769328,41.0474402,0,0.6041444393162284,0.6205034987102477
14251,IA161208433,IA161137016,16.242296123483907,19,14251,-94.376269,40.899193,0,-94.470779,40.899502,0,0.6041444393162284,0.6129958137530207
14252,IA161208433,IA161208230,19.73666215081258,23,14252,-94.376269,40.899193,0,-94.2614336,40.8982555,0,0.6041444393162284,0.5922688480536833
14253,IA161210302,IA161207417,9.631207391676798,11,14253,-94.152934,41.003323,0,-94.180947,41.02742,0,0.5899042759241859,0.5960411276402143
14254,IA161210302,IA161202232,33.76193046000282,40,14254,-94.152934,41.003323,0,-94.050117,41.025847,0,0.5899042759241859,0.5784174712698046
14255,IA161210302,IA161197217,4.365599326973286,5,14255,-94.152934,41.003323,0,-94.152695,40.984097,0,0.5899042759241859,0.5879003467101922
14256,IA161211291,IA161206708,6.572017107846842,7,14256,-94.41453,41.143751,0,-94.376143,41.143497,0,0.6371569987631029,0.6333550828087844
14257,IA161211291,IA158882275,15.532054354799335,18,14257,-94.41453,41.143751,0,-94.500728,41.147218,0,0.6371569987631029,0.6454251375486061
14258,IA161211291,IA158924553,12.999854548335742,15,14258,-94.41453,41.143751,0,-94.4146788,41.2011491,0,0.6371569987631029,0.6458865993856217
14259,IA161211291,IA161211233,13.113983779875126,15,14259,-94.41453,41.143751,0,-94.413967,41.085848,0,0.6371569987631029,0.629081447277894
14260,IA161211383,IA161199819,0.6071336760810152,0,14260,-94.19524,41.027535,0,-94.197588,41.028431,0,0.5978239300980107,0.5982138283923741
14261,IA161211383,IA161205352,0.4041887002967615,0,14261,-94.19524,41.027535,0,-94.1975966,41.0275212,0,0.5978239300980107,0.59811160568645
14262,IA161211383,IA161207417,2.4526206872635696,2,14262,-94.19524,41.027535,0,-94.180947,41.02742,0,0.5978239300980107,0.5960411276402143
14263,IA161212618,IA161220335,13.07326971529901,15,14263,-94.147271,41.084857,0,-94.114329,41.128022,0,0.598483589313934,0.5995304348155446
14264,IA161212618,IA161214393,9.850393718398806,11,14264,-94.147271,41.084857,0,-94.20451,41.084186,0,0.598483589313934,0.6057950613677795
14265,IA161212618,IA161218442,4.826616731580195,5,14265,-94.147271,41.084857,0,-94.142584,41.066869,0,0.598483589313934,0.5956656939356989
14266,IA161214393,IA161214469,10.015800230995538,12,14266,-94.20451,41.084186,0,-94.203931,41.128408,0,0.6057950613677795,0.6116471733673672
14267,IA161214393,IA161192741,11.219512572077656,13,14267,-94.20451,41.084186,0,-94.200447,41.036323,0,0.6057950613677795,0.5994692781331965
14268,IA161214393,IA161212618,9.850393718398806,11,14268,-94.20451,41.084186,0,-94.147271,41.084857,0,0.6057950613677795,0.598483589313934
14269,IA161214469,IA161214393,10.015800230995543,12,14269,-94.203931,41.128408,0,-94.20451,41.084186,0,0.6116471733673672,0.6057950613677795
14270,IA161214469,IA161225928,9.727638704649609,11,14270,-94.203931,41.128408,0,-94.260505,41.128173,0,0.6116471733673672,0.6185323372758584
14271,IA161214469,IA161220335,17.95266767701986,21,14271,-94.203931,41.128408,0,-94.114329,41.128022,0,0.6116471733673672,0.5995304348155446
14272,IA161214469,IA160441916,12.421471177957898,14,14272,-94.203931,41.128408,0,-94.1847,41.17123,0,0.6116471733673672,0.6154356737227219
14273,IA161215674,IA161230519,0.5960989926377023,0,14273,-94.3696659,41.05632,0,-94.372603,41.054932,0,0.6208767526506102,0.6210006533375252
14274,IA161217446,IA11646732968,0.0729472559717993,0,14274,-94.0810747,41.0273563,0,-94.0815,41.0273527,0,0.5829090790713328,0.5829674391479794
14275,IA161217446,IA10962820378,0.0640750329882855,0,14275,-94.0810747,41.0273563,0,-94.0810792,41.0276392,0,0.5829090790713328,0.5829390371948356
14276,IA161217446,IA11038400796,5.2977361864652925,6,14276,-94.0810747,41.0273563,0,-94.0503781,41.0258455,0,0.5829090790713328,0.5784544233441271
14277,IA161217518,IA161207343,3.474673329863075,4,14277,-94.138231,41.027484,0,-94.158301,41.028496,0,0.5905978037747406,0.5933010843475837
14278,IA161217518,IA11646732968,9.73267364586502,11,14278,-94.138231,41.027484,0,-94.0815,41.0273527,0,0.5905978037747406,0.5829674391479794
14279,IA161217518,IA161162156,4.564859518127574,5,14279,-94.138231,41.027484,0,-94.142276,41.045508,0,0.5905978037747406,0.5931357773640158
14280,IA161217645,IA161226851,0.0703615663416438,0,14280,-94.1969369,41.0341782,0,-94.1971342,41.0339058,0,0.5987905761706772,0.5987835573098743
14281,IA161217645,IA10571369000,0.0595850287339827,0,14281,-94.1969369,41.0341782,0,-94.1966682,41.0340114,0,0.5987905761706772,0.598738335946428
14282,IA161217645,IA10573448697,0.5026405262060484,0,14282,-94.1969369,41.0341782,0,-94.1992369,41.0355526,0,0.5987905761706772,0.599231680865681
14283,IA161217726,IA161225969,16.353618697102924,19,14283,-94.242277,41.047913,0,-94.261642,41.114738,0,0.6058696668293967,0.6167848524529399
14284,IA161217726,IA11173117960,15.892336284061596,19,14284,-94.242277,41.047913,0,-94.3344157,41.0500394,0,0.6058696668293967,0.6164307657491065
