,Node,longitude,latitude,isHighPriority
57,IA160509019,-92.6893793,41.0279782,False
58,IA160509949,-92.8227866,40.9631436,False
59,IA160510075,-92.9067697,41.1359054,False
60,IA160510109,-92.8071565,41.0320318,False
61,IA160510202,-92.8342953,41.049619,False
62,IA160510378,-92.8979689,41.0589726,False
63,IA160514987,-92.696623,40.934943,False
64,IA160515340,-92.65747,40.913432,False
65,IA160515822,-92.731042,40.971384,False
66,IA160517324,-92.8029731,41.0440616,False
67,IA160518962,-92.9837598,41.0117304,False
68,IA160519300,-93.0983496,41.0008633,False
69,IA160519377,-92.8500259,41.0177619,False
70,IA160519777,-92.6633069,41.1437265,False
71,IA160519796,-92.6405586,41.1470291,False
72,IA160520381,-92.6873542,41.028321,False
73,IA160521180,-92.741231,40.990324,False
74,IA160525503,-92.6394335,40.9732008,False
75,IA161199241,-92.4676772,41.1406939,False
76,IA161211482,-92.4722487,41.0123235,False
77,IA161217686,-92.5260994,41.101813,False
78,IA161217689,-92.525869,41.102174,False
79,IA161239265,-92.631243,41.160811,True
80,IA161249458,-92.513326,41.094233,False
81,IA161259998,-92.480649,40.949914,False
82,IA161260006,-92.480625,40.952539,False
83,IA161260387,-92.50378,41.145545,False
84,IA161268771,-92.457257,40.944382,False
85,IA161274568,-92.587747,40.964206,False
86,IA161279292,-92.5364601,41.0899805,False
87,IA161280316,-92.5132801,41.0947878,False
88,IA161280318,-92.5132637,41.0951949,False
89,IA161280700,-92.637843,40.965006,False
90,IA161281797,-92.6396361,41.0161125,False
91,IA161286964,-92.6397042,41.03045,False
92,IA161288108,-92.637857,40.964112,False
93,IA161295115,-92.4676151,41.0133364,False
94,IA352640340,-92.6275105,41.1509088,False
95,IA352643646,-92.6199722,41.146287,False
96,IA352644081,-92.6279276,41.1697746,False
97,IA352644103,-92.6330726,41.1719416,False
98,IA352644104,-92.6362453,41.1767412,False
99,IA352644105,-92.6278026,41.1692074,False
100,IA352644142,-92.6214423,41.1499036,True
101,IA352644432,-92.6253439,41.1509287,False
102,IA352644440,-92.6236857,41.1502558,False
103,IA352644513,-92.622465,41.1583012,False
104,IA352644514,-92.6157,41.143819,False
105,IA560117158,-92.8091008,41.0072685,False
106,IA998453730,-92.6370283,41.1778899,False
107,IA2420361340,-92.7118125,40.8190983,False
108,IA2422303524,-92.743215,40.8703532,False
109,IA4780505013,-92.467952,41.140606,False
110,IA4780505015,-92.4676472,41.1403816,False
111,IA12079687011,-92.8307564,40.8924178,False
112,IA12079687014,-92.8310853,40.8926806,False
